ID Lead,Nome do Lead,Razão Social,CNPJ,Contato Principal,E-mail,Telefone,Cidade,Estado,CEP,Bairro,Complemento,Origem,Funil,Etapa do Funil,Status,Responsável,Data de Criação,Hora de Criação,Dias no Funil,Data de Perda,Motivo de Perda,ID Oportunidade,Status da Oportunidade,Data da Oportunidade,ID Cliente,Nome do Cliente,Razão Social Cliente,Data do Pedido,Valor do Pedido,TAGS,Código Externo,ID Lista,Atividade,Faturamento,Segmento,Nome Completo,Indique Ganhe
3825,JFZ IMPORTACAO E DISTRIBUICAO LTDA,JFZ ,11022033000159,JFZ IMPORTACAO E DISTRIBUICAO LTDA,comercial@jfz.com.br,(19) 3534-9888,RIO CLARO,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,14/05/2026,15:19:31,19,,,,,,295,JFZ IMPORTACAO E DISTRIBUICAO LTDA,JFZ ,,,NUTRIR;TAG2SEM;TAG3SEM;TAG4SEM;Dentro Perfil,,,,,,,
3829,Buddy Toys Produtos De Pet Shop Ltda,Buddy Toys,06248804000190,Buddy Toys Produtos De Pet Shop Ltda,nfe@buddytoys.com.br,(11) 5083-4075,SAO PAULO,SP,04127120,BOSQUE DA SAUDE,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,15:26:19,54,,,,,,,,,,,WhatsappRayssa;fimzap,,,,,,,
3848,"FC DISTRIBUIDORA DE PRODUTOS DOMESTICOS, HIGIENE E LIMPEZA LTDA",FC DISTRIBUIDORA,08449562000129,"FC DISTRIBUIDORA DE PRODUTOS DOMESTICOS, HIGIENE E LIMPEZA LTDA",administracao@fcdistribuidora.com.br,(85) 3499-3400,MARACANAU,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,14/05/2026,15:34:50,19,,,,,,296,"FC DISTRIBUIDORA DE PRODUTOS DOMESTICOS, HIGIENE E LIMPEZA LTDA",FC DISTRIBUIDORA,,,Dentro Perfil,,,,,,,
3849,Atlas S.a.,Atlas S.a.,89723837000172,Atlas S.a.,bt_contabilidade@bettanin.com.br,(51) 3473-9536,ESTEIO,RS,93270010,NOVO ESTEIO ZONA INDUSTRIAL,PREDIO 03,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,15:37:39,54,,,,,,,,,,,,,,,,,,
3859,Astra S A Industria E Comercio,Astra S A Industria E Comercio,50949528000180,Astra S A Industria E Comercio,contabilidade@astra-sa.com,(11) 4583-7777,JUNDIAI,SP,13209700,RETIRO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,15:38:45,54,,,,,,,,,,,,,,,,,,
3884,Vaso & Cor Industria E Comercio De Vasos Ltda,Vaso & Cor,11815477000141,Vaso & Cor Industria E Comercio De Vasos Ltda,contabil@vasoecor.com.br,(48) 3469-0683,TREVISO,SC,88862000,RIO MOROZINI,INTERIOR TREVISO LOCAL. RIO MOROZINI,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,15:55:36,54,,,,,,,,,,,,,,,,,,
3886,Miton Fabrica De Artefatos Plasticos Ltda,Twist Plasticos,19164523000100,Miton Fabrica De Artefatos Plasticos Ltda,financeiro@twistplasticos.com.br,(47) 8824-8787,ARAQUARI,SC,89245000,PORTO GRANDE,GALPAO7 SALA 1,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,15:56:17,54,,,,,,,,,,,,,,,,,,
3900,Levelplas Industria E Comercio De Plasticos Ltda,Vasos Raiz,22771655000104,Levelplas Industria E Comercio De Plasticos Ltda,luizfabiosteffen@gmail.com,(51) 3039-3073,NOVO HAMBURGO,RS,93336025,IDEAL,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,16:31:31,54,,,,,,,,,,,,,,,,,,
3902,Bela Industria E Comercio De Embalagens Ltda,Em Festa,24582935000191,Bela Industria E Comercio De Embalagens Ltda,emfesta@emfestaembalagens.com.br,(54) 3028-0562,CAXIAS DO SUL,RS,95020380,JARDELINO RAMOS,FUNDOSBELA IND.,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,16:41:16,54,,,,,,,,,,,,,,,,,,
3907,Inkplas Industria De Utensilios Domesticos Ltda,Inkplas Industria,23656364000120,Inkplas Industria De Utensilios Domesticos Ltda,inkplas@outlook.com,(85) 8560-9962,EUSEBIO,CE,61760000,ENCANTADA,Q 11 - LT 17,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,16:44:21,54,,,,,,,,,,,,,,,,,,
3909,Lara Lopes Comercio De Embalagens E Artigos Para Festas Ltda,Festa Pratika,26082711000146,Lara Lopes Comercio De Embalagens E Artigos Para Festas Ltda,contato@festapratika.com.br,(11) 4412-7392,ATIBAIA,SP,12950600,NOVA CEREJEIRA,SALA 03,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,16:51:20,54,,,,,,,,,,,,,,,,,,
3912,Injetamp Industria Comercio E Servicos Ltda,Injetamp Industria Comercio E Servicos Ltda,00990949000186,Injetamp Industria Comercio E Servicos Ltda,contabil@jodisisaac.com.br,(21) 9602-3535,DUQUE DE CAXIAS,RJ,25231240,CHACARAS RIO-PETROPOLIS,QUADRA24 B LOTE 04,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,16:53:06,54,,,,,,,,,,,,,,,,,,
3914,Acrylic Line - Industria E Comercio Ltda,Acrylic Line - Industria E Comercio Ltda,01278438000107,Acrylic Line - Industria E Comercio Ltda,pedidos@acrylicline.com.br,(11) 4033-0330,BRAGANCA PAULISTA,SP,12910143,JARDIM RECREIO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,16:55:10,54,,,,,,,,,,,,,,,,,,
3916,Abc Ceramica Artistica Ltda,Abc Ceramica Artistica,08075297000247,Abc Ceramica Artistica Ltda,contato@abcceramicaartistica.com.br,(19) 3673-1767,TAMBAU,SP,13710000,JARDIM MANOEL MEIRELLES ALVES,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,14/05/2026,17:18:32,54,,,,,,,,,,,,,,,,,,
3917,William Zanini Brogni,William Zanini Brogni,,William Zanini Brogni,william@abtec.eng.br,(45) 98827-7667,Cascavel,,,,,Inbound,Inbound,Novos Leads,Ganho,Paulo Souza,14/05/2026,21:18:41,54,,,1234,Perdido,15/05/2026,,,,,,Contato;Instagram,,,,,,,
3924,MARIANE FATIMA BORGES DA SILVA,,33161535000101,MARIANE FATIMA BORGES DA SILVA,mariane.borges@horusbi.com.br,(43) 99648-9075,Londrina,,,,,Site,Inbound,Novos Leads,Perdido,Paulo Souza,18/05/2026,12:07:39,50,18/05/2026,Fora do porte mínimo (sem fite estrutural),,,,,,,,,Contato,,,,,,,
3925,Legacy,,,Legacy,paulo.sousant@gmail.com,16991130077,São Carlos do Pinhal,,,,,Inbound,Inbound,Novos Leads,Perdido,Paulo Souza,18/05/2026,13:00:37,50,18/05/2026,Fora do porte mínimo (sem fite estrutural),,,,,,,,,,,,,,,,
3926,INBETTA S.A.,INBETTA,13039737000160,INBETTA S.A.,INBETTA@INBETTA.com.br,(51) 34739-5365,ESTEIO,,,,,,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Ronaldo Nascimento,18/05/2026,14:49:29,50,22/05/2026,Não quer mudar a solução atual,,,,297,INBETTA S.A.,INBETTA,,,Dentro Perfil,,,,,,,
3927,<test lead: dummy data for nome_da_empresa>,,19320536000627,<test lead: dummy data for nome_da_empresa>,test@meta.com,,<test lead: dummy data for cidade>,,,,,Inbound,Inbound,Novos Leads,Em andamento,Paulo Souza,18/05/2026,15:30:44,50,,,,,,,,,,,Instagram,,,,,,,
3928,Tiago Naves Dibenedetto,M CASSAB,49698723000103,Tiago Naves Dibenedetto,jaime.mative@mcassab.com.br,(11) 98450-8010,SAO PAULO,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,18/05/2026,15:51:11,19,,,,,,298,M CASSAB COMERCIO E INDUSTRIA LTDA,M CASSAB,,,Dentro Perfil,,,,,,,
3931,CINCO PLASTIC INDUSTRIA DE ARTEFATOS DE PLASTICO LTDA,DUP,04906823000131,CINCO PLASTIC INDUSTRIA DE ARTEFATOS DE PLASTICO LTDA,nfe@usedup.com.br,(47) 3305-3853,JOINVILLE,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,08:37:24,46,,,,,,299,CINCO PLASTIC INDUSTRIA DE ARTEFATOS DE PLASTICO LTDA,DUP,,,Dentro Perfil,,,,,,,
3932,ESCOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E BELEZA LTDA,ESCOBEL ,07967531000105,ESCOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E BELEZA LTDA,escobel@escobel.com.br,(51) 9660-1349,BOM PRINCIPIO,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,09:10:03,46,,,,,,300,ESCOBEL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E BELEZA LTDA,ESCOBEL ,,,Dentro Perfil,,,,,,,
3933,MULTPEL COMERCIO DE PAPEIS E EMBALAGENS LTDA,ENCOPEL COMERCIO DE EMBALAGENS E DESCARTAVEIS,02262785000104,MULTPEL COMERCIO DE PAPEIS E EMBALAGENS LTDA,jessica@multpelatacado.com.br,(28) 35261-4502,CACHOEIRO DE ITAPEMIRIM,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,09:18:31,46,,,,,,301,MULTPEL COMERCIO DE PAPEIS E EMBALAGENS LTDA,ENCOPEL COMERCIO DE EMBALAGENS E DESCARTAVEIS,,,Dentro Perfil,,,,,,,
3934,WILSODISTRIBUIDOR LTDA ,WILSO DISTRIBUIDOR,07024536000196,WILSODISTRIBUIDOR LTDA ,administrativo@wilsocereais.com.br,(27) 3373-6655,LINHARES,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,19/05/2026,09:36:06,13,,,,,,302,WILSO DISTRIBUIDOR LTDA,WILSO DISTRIBUIDOR,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Dentro Perfil,,,,,,,
3935,MULTILAR INDUSTRIA E COMERCIO LTDA,MULTILAR ,29331495000113,MULTILAR INDUSTRIA E COMERCIO LTDA,wbpconta@terra.com.br,(51) 3637-1694,BOM PRINCIPIO,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,09:42:57,46,,,,,,303,MULTILAR INDUSTRIA E COMERCIO LTDA,MULTILAR ,,,,,,,,,,
3936,ROYAL TOYS,ROYAL TOYS,02306559000170,ROYAL TOYS,ney@royaltoys.com.br,(44) 32346-6674,ASTORGA,,,,,,Fluxo Padrão,Conectados Com Interesse (MQL),Perdido,Ronaldo Nascimento,19/05/2026,09:46:38,12,25/06/2026,Não quer mudar a solução atual,,,,304,"ROYAL TOYS, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",ROYAL TOYS,,,,,,,,,,
3937,LANDH'S INDUSTRIA E COMERCIO DE ARTIGOS DE CUTELARIA LTDA.,LANDH'S,29991395000113,LANDH'S INDUSTRIA E COMERCIO DE ARTIGOS DE CUTELARIA LTDA.,contatolandhs@gmail.com,(11) 94534-5050,RIO DE JANEIRO,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,19/05/2026,09:56:48,12,,,,,,305,LANDH'S INDUSTRIA E COMERCIO DE ARTIGOS DE CUTELARIA LTDA.,LANDH'S,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
3938,REDE UTILICASA,Utilicasa,16099666000189,REDE UTILICASA,,(21) 2220-3999,RIO DE JANEIRO,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,09:58:51,46,,,,,,306,REDE UTILICASA,Utilicasa,,,,,,,,,,
3939,BAZAR O AMIGAO DE MAGE LTDA,O AMIGAO,08921804000135,BAZAR O AMIGAO DE MAGE LTDA,fiscal@paivaepaivaassociados.com.br,(21) 2070-7939,RIO DE JANEIRO,RJ,21.041-010,BONSUCESSO,E 204,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,10:18:07,46,,,,,,307,BAZAR O AMIGAO DE MAGE LTDA,O AMIGAO,,,,,,,,,,
3940,Dus' Plasticos Industria E Comercio De Plasticos E Utilidades Domesticas Ltda,Du's Plasticos,03821195000129,Dus' Plasticos Industria E Comercio De Plasticos E Utilidades Domesticas Ltda,contato@dusplasticos.com.br,(11) 7101-2032,SAO PAULO,SP,02175010,PARQUE NOVO MUNDO,LETRA A,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Junior Lopes,19/05/2026,10:21:19,47,,,,,,,,,,,,,,,,,,
3955,Mari,6F DECORACOES,01368233000104,Mari,comercial2@6f.com.br,(11) 4612-3600,COTIA,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,19/05/2026,11:21:35,13,,,,,,308,"6F DECORACOES EXPORTACAO, IMPORTACAO E COMERCIO LTDA",6F DECORACOES,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM;Dentro Perfil,,,,,,,
3956,A5 IMPORTADORA LTDA,A5 IMPORTADORA,33666474000126,A5 IMPORTADORA LTDA,vendas@a5distribuidora.com.br,(46) 2600-0111,AMPERE,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,11:31:53,46,,,,,,309,A5 IMPORTADORA LTDA,A5 IMPORTADORA,,,,,,,,,,
3957,Camesa Industria Textil Ltda,Camesa Industria Textil Ltda,43672716000490,Camesa Industria Textil Ltda,admitajai@camesa.com.br,(47) 3348-5633,ITAJAI,SC,88316001,ITAIPAVA,KM 01 ARMZ G4 PORTAO 10 SALA 01,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,19/05/2026,11:49:05,49,,,,,,,,,,,,,,,,,,
3958,Chazak Ve Ematz Comercial Importadoras E Exportadoras Ltda,Cve,09609048000176,ALEXSANDRO ABDALA COSTA,null,(47) 99202-4791,BALNEARIO CAMBORIU,SC,88330795,CENTRO,SALA 702 ESQ. C/ AV DO ESTADO,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,19/05/2026,11:50:59,49,,,,,,,,,,,WhatsappRayssa;fimzap,,,,,,,
3959,ADOMES CONFECCOES LTDA.,ADOMES CONFECCOES,09568330000152,ADOMES CONFECCOES LTDA.,claudia@adomes.com.br,(44) 3025-5545,MARINGA,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,11:58:57,46,,,,,,310,ADOMES CONFECCOES LTDA.,ADOMES CONFECCOES,,,,,,,,,,
984,Everson Barboni,Star Distribuidora ,54734384000103,Everson Barboni,comercial@distribuidorastar.com.br,(17) 99779-3113,São José do Rio Preto,,,,,Site,Fluxo Padrão,Qualificação,Ganho,Paulo Souza,19/05/2026,13:10:24,49,,,1241,Perdido,20/05/2026,,,,,,Solicita demo,,,,,,,
3960,AKORA BRASIL IMPORTACAO DE PRODUTOS AUTOMOTIVOS E DOMESTICOS LTDA,AKORA,11394501000116,AKORA BRASIL IMPORTACAO DE PRODUTOS AUTOMOTIVOS E DOMESTICOS LTDA,financeiro@akora.com.br,(11) 41258-5961,SAO BERNARDO DO CAMPO,,,,,,Fluxo Padrão,Qualificação,Em andamento,Ronaldo Nascimento,19/05/2026,13:54:41,46,,,,,,311,AKORA BRASIL IMPORTACAO DE PRODUTOS AUTOMOTIVOS E DOMESTICOS LTDA,AKORA,,,,,,,,,,
3961,Márcio - Compras,CERAMICA ALLEANZA,23320538000189,Márcio - Compras,administrativo@alleanzaceramica.com.br,(19) 97114-0111,PORTO FERREIRA,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,19/05/2026,14:17:11,13,,,,,,312,CERAMICA ALLEANZA LTDA.,CERAMICA ALLEANZA,,,NUTRIR;TAG1SEM;TAG2SEM;TAG3SEM;TAG4SEM,,,,,,,
3963,LATICINIOS XANDO LTDA,XANDO ,50902071000158,LATICINIOS XANDO LTDA,vendas@xando.ind.br,(11) 36431-3001,SAO PAULO,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,19/05/2026,17:28:43,12,,,,,,313,LATICINIOS XANDO LTDA,XANDO ,,,NUTRIR;Dentro Perfil,,,,,,,
3964,Fernando Lelis,,11044390000118,Fernando Lelis,fernando@comboequipamentos.com.br,(24) 99964-3700,Rio das Ostras,,,,,Site,Inbound,Novos Leads,Ganho,Paulo Souza,19/05/2026,18:09:41,49,,,1242,Perdido,20/05/2026,,,,,,Solicita demo,,,,,,,
3965,Rogério,AGRINDUS,47543145000100,Rogério,rh@agrindus.com.br,(19) 99153-5256,DESCALVADO,,,,,,Fluxo Padrão,Atividades,Ganho,Ronaldo Nascimento,20/05/2026,08:58:18,48,,,1244,Ativo,20/05/2026,314,AGRINDUS SA EMPRESA AGRICOLA PASTORIL,AGRINDUS,,,Dentro Perfil,,,,,,,
3968,FUNDACAO ARTHUR BERNARDES,Produtos Viçosa,20320503000909,FUNDACAO ARTHUR BERNARDES,contabilidade@funarbe.org.br,(31) 38997-3003,VICOSA,,,,,,Fluxo Padrão,Nutir,Em andamento,Ronaldo Nascimento,20/05/2026,11:09:38,12,,,,,,315,FUNDACAO ARTHUR BERNARDES,Produtos Viçosa,,,NUTRIR;Dentro Perfil,,,,,,,
3970,Anjo - Industria E Comercio De Fantasias E Acessorios Ltda,Anjo Fantasias Zt,24627280000120,Anjo - Industria E Comercio De Fantasias E Acessorios Ltda,mccontabilconchas@hotmail.com,(14) 3845-1760,LARANJAL PAULISTA,SP,18500000,CENTRO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:17,48,,,,,,,,,,,Feiras,,272,,,,,
3971,Industria Brasileira De Baloes Ltda.,Industria Brasileira De Baloes Ltda.,07003744000109,Industria Brasileira De Baloes Ltda.,financeiro@ibbaloes.com.br,(11) 4714-7900,SAO ROQUE,SP,18130005,VARGEM GRANDE,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:17,48,,,,,,,,,,,Feiras,,272,,,,,
3972,Aluminio Circular Ltda,Aluminio Circular,23901281000159,Aluminio Circular Ltda,aluminiocircular@outlook.com,(81) 8351-3738,RECIFE,PE,50780300,BARRO,GALPAO 000I,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:17,48,,,,,,,,,,,Feiras,,272,,,,,
3973,Bam Festas Eventos E Comercio De Artigos Em Geral Ltda,Bam Festas Eventos E Comercio De Artigos Em Geral Ltda,21644685000189,Bam Festas Eventos E Comercio De Artigos Em Geral Ltda,sac@lojinhatop.com.br,(11) 2204-6555,SAO PAULO,SP,05004000,PERDIZES,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:17,48,,,,,,,,,,,Feiras,,272,,,,,
3974,Silene Domingues Schlossmacher Mette Ltda,Bonus Infladores,00690423000180,Silene Domingues Schlossmacher Mette Ltda,,(47) 3237-3304,BLUMENAU,SC,89031620,DO SALTO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:17,48,,,,,,,,,,,Feiras,,272,,,,,
3983,Btc Festas Comercio Internacional Ltda,Btc Festas Comercio Internacional Ltda,64774279000143,Btc Festas Comercio Internacional Ltda,novomundo@novomundoassessoria.com.br,(11) 2241-1133,SAO PAULO,SP,01139003,VARZEA DA BARRA FUNDA,CONJ 802,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:18,48,,,,,,,,,,,Feiras,,272,,,,,
3984,Ciranda Cultural Editora E Distribuidora Ltda,Ciranda Cultural Editora E Distribuidora Ltda,68216860000109,Ciranda Cultural Editora E Distribuidora Ltda,falecom@cirandacultural.com.br,(11) 3761-9500,JANDIRA,SP,06612001,JARDIM ALVORADA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:18,48,,,,,,,,,,,Feiras,,272,,,,,
3985,Cromus Industria E Comercio Ltda,Cromus Industria E Comercio Ltda,73196644000170,Cromus Industria E Comercio Ltda,fiscal@cromus.com.br,(11) 4514-8000,MAUA,SP,09380115,CAPUAVA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:18,48,,,,,,,,,,,Feiras,,272,,,,,
3986,Dani Festas E Embalagens Ltda,Dani Festas E Embalagens Ltda,12093649000183,Dani Festas E Embalagens Ltda,wss@wsscontabilidade.com.br,(21) 2223-2041,SAO PEDRO DA ALDEIA,RJ,28940090,JARDIM MORADA DA ALDEIA,LOTE 51 POLO INDUSTRIAL,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:18,48,,,,,,,,,,,Feiras,,272,,,,,
3987,Curifest Comercio De Artigos De Festa Ltda,Curifest,81116360000155,Curifest Comercio De Artigos De Festa Ltda,adm@curifest.com.br,(41) 3385-7200,SAO JOSE DOS PINHAIS,PR,83075280,BORDA DO CAMPO,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:18,48,,,,,,,,,,,Feiras,,272,,,,,
4000,Davys Creative Produtos Personalizados Ltda,Davys Creative,27865506000110,Davys Creative Produtos Personalizados Ltda,,(21) 7028-7540,MAGE,RJ,25916214,SAO JOSE DA CACHOEIRA (RIO DO OURO),,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:19,48,,,,,,,,,,,Feiras,,272,,,,,
4001,Emporio Box Fabricacao De Embalagens Ltda,Emporio Box,35059732000131,Emporio Box Fabricacao De Embalagens Ltda,adm@emporiobox.com.br,(85) 3114-0707,FORTALEZA,CE,60346215,JARDIM GUANABARA,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:19,48,,,,,,,,,,,Feiras,,272,,,,,
4002,Emporio Das Fantasias Ltda,Emporio Das Fantasias,34771570000105,Emporio Das Fantasias Ltda,emporiodasfantasias@gmail.com,(61) 8277-4171,BRASILIA,DF,71971540,AREAL (AGUAS CLARAS),LOJA 01,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:19,48,,,,,,,,,,,Feiras,,272,,,,,
4003,Beach Brasil Confeccoes Ltda,Fashion Fantasy,72412844000150,Beach Brasil Confeccoes Ltda,fashionfantasyconf@gmail.com,(21) 6432-6821,MAGE,RJ,25924360,PARQUE RECREIO DOM PEDRO II (GUIA DE PACOBAIBA),LOTE 63 QUADRA 03,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:20,48,,,,,,,,,,,Feiras,,272,,,,,
4004,Estacao Das Micangas Ltda,Estacao Das Micangas,54933244000156,Estacao Das Micangas Ltda,deborahxcreis@gmail.com,(11) 4753-2890,SAO PAULO,SP,01010001,CENTRO,LOJA 03-RUA BOA VISTA 325,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:20,48,,,,,,,,,,,Feiras,,272,,,,,
4010,Festa Chic Comercio De Artigos Para Festas Ltda,Festa Chic Comercio De Artigos Para Festas Ltda,47526180000103,Festa Chic Comercio De Artigos Para Festas Ltda,depaula@depaulasrv.com.br,(11) 3222-6699,SAO PAULO,SP,02530010,CASA VERDE MEDIA,FUNDOS165,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:21,48,,,,,,,,,,,Feiras,,272,,,,,
4012,Del Rei Industria De Artefatos De Latex Ltda,Del Rei Industria De Artefatos De Latex Ltda,64734221000176,Del Rei Industria De Artefatos De Latex Ltda,anadelrei@convex.com.br,(16) 3628-1393,RIBEIRAO PRETO,SP,14075580,VILA BRASIL,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:21,48,,,,,,,,,,,Feiras,,272,,,,,
4013,Marquezini Artesanato Em Madeira Ltda,Marquezini Artesanato Em Madeira Ltda,36692908000150,Marquezini Artesanato Em Madeira Ltda,netomarquezini@gmail.com,(19) 9756-4494,PEDREIRA,SP,13920302,JARDIM SAO JORGE,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:21,48,,,,,,,,,,,Feiras,,272,,,,,
4014,Beefest Artigos Para Festas Ltda,Beefest Artigos Para Festas Ltda,58250021000145,Beefest Artigos Para Festas Ltda,atendimento@unnaconsultoria.com.br,(17) 3305-3977,SAO JOSE DO RIO PRETO,SP,15062001,CHACARA JOCKEY CLUB (ZONA RURAL),SALA 3 ANEXO C,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:21,48,,,,,,,,,,,Feiras,,272,,,,,
4015,,,63591078000229,,,,,,,,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:21,48,,,,,,,,,,,Feiras,,272,,,,,
4021,Detallia Fitas Texteis Ltda,Fitas Progresso,02327826000357,Detallia Fitas Texteis Ltda,mari@fitasprogresso.com.br,(19) 3476-8000,NOVA ODESSA,SP,13380291,PARQUE INDUSTRIAL HARMONIA,GALPAO3,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:22,48,,,,,,,,,,,Feiras,,272,,,,,
4023,Forfest Industria De Descartaveis Ltda,Forfest Industria De Descartaveis Ltda,08266046000169,Forfest Industria De Descartaveis Ltda,atendimento@forfest.com.br,(48) 3466-2961,ORLEANS,SC,88870000,SEIS MARIAS,INTERIOR,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:22,48,,,,,,,,,,,Feiras,,272,,,,,
4024,Fr Fantasias Ltda,Fr Fantasias Ltda,58991103000140,Fr Fantasias Ltda,contato@sonarcontabilidade.com.br,(11) 1111-1111,SAO PAULO,SP,01030010,CENTRO,LOJA 01,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:22,48,,,,,,,,,,,Feiras,,272,,,,,
4025,G. A. Ceramica Artistica Ltda,G. A. Ceramica Artistica,11650898000160,G. A. Ceramica Artistica Ltda,ga.ceramica@hotmail.com,(19) 9643-2509,PORTO FERREIRA,SP,13667020,PARQUE RESIDENCIAL DO REDENTOR,,Base de empresas Leads2b,Fluxo Padrão,Nutir,Em andamento,Rayssa Karapeticov,20/05/2026,14:16:22,48,,,,,,,,,,,Feiras,,272,,,,,
